wallsMaterial,floorNumber,floorsTotal,totalArea,kitchenArea,latitude,longitude,price
panel,10,14,85.4,10.8,55.80772999,37.61251,30000000
panel,3,9,57,6,55.71904397,37.82148234,14200000
monolith,10,15,83,15,55.69967978,37.49347854,44500000
monolith,3,15,38,4.9,55.84547,37.51737,12851600
block,1,14,38.3,6.3,55.77880365,37.57110589,15000000
brick,3,7,51.4,9.2,55.73562002,37.64993997,24300000
panel,25,27,55.4,10.4,55.56971001,37.60066997,17900000
monolith,17,30,40.8,17.9,55.66667,37.5,11252907
panel,3,12,39.2,8.5,55.98744,37.16606,8300000
monolith,10,16,36.6,12,55.57524,37.44965,10399000
panel,7,9,45,6,55.78430656,37.45902498,16500000
monolith,25,35,68.7,7.5,55.85407353,37.47212361,25644833
panel,1,5,45,6,55.63103531,37.40058995,15990000
panel,17,17,76.4,13.3,55.68511,37.46148998,25000000
monolith,17,17,68.3,7.1,55.57524,37.44965,22744884
monolithBrick,19,26,36.6,10,55.86263265,37.36289349,11100000
monolith,9,52,70,14,55.69545,37.48579004,30500000
monolith,14,16,120.53,16.3,55.61667,37.6,60324203
monolith,22,32,81.7,10.5,55.75981702,37.51749183,49754621
panel,9,17,55.7,11,55.60071999,37.36648002,13400000
wood,4,4,110,16,55.74521998,37.58930998,102000000
monolith,6,11,35,12,55.62580943,37.34395499,10200000
panel,2,12,79.6,9,55.79867,37.39421003,20300000
panel,16,17,56.5,10,55.70542627,37.93129567,12200000
panel,9,9,49,8,55.77242,37.83276,10499999
panel,11,17,75.7,13,55.60587,37.36080002,16200000
block,5,11,44,10,55.60741781,37.6494778,12000000
brick,4,5,44,6,55.8461,37.47930999,13200000
monolith,11,22,36.1,11.2,55.57524,37.44965,9386000
block,1,9,52,6,55.58837999,37.45593001,14800000
block,2,9,65,17.3,55.59911,37.35495,15849000
monolith,4,9,50.7,6.4,55.60042001,37.71399003,13750000
panel,2,12,52,8.8,55.72801602,37.41608359,16900000
brick,7,9,58.2,5.5,55.80288002,37.82803002,13550000
monolith,3,14,33.1,5,55.57524,37.44965,7523506
brick,4,10,56,7.5,55.69254001,37.55187003,24500000
block,10,12,37,7,55.77113,37.57226001,18200000
panel,1,16,35,9,55.86205998,37.69185997,8600000
monolith,7,30,26,8,55.72321554,37.69251967,10300000
monolith,12,21,40.9,5,55.7252079,37.6088134,55200000
panel,3,17,74.4,12.9,55.62379001,37.30535004,18000000
monolith,10,24,40.1,11,55.85736339,37.55991468,15500000
monolith,7,14,60,12,55.57524,37.44965,16800000
brick,2,7,55.7,9,55.74943,37.62371,28500000
monolith,8,45,85.5,18.2,55.76429393,37.5093029,37500000
panel,7,12,39.1,8.7,55.58502035,37.67856962,9699999
monolith,18,29,151,11,55.72082905,37.61759129,65000000
panel,1,12,39,9,55.9824904,37.18050707,7300000
monolith,3,26,49.8,20,55.841679,37.49450138,15500000
brick,2,6,165.7,14,55.74800998,37.58758004,114000000
brick,3,6,101,25,55.76586387,37.59644097,90000000
monolith,24,24,32.9,10.1,55.66667,37.75,13906078
monolith,7,12,39.9,10,55.74619181,37.77754863,12700000
block,3,12,47.6,8.8,55.87376324,37.54664,11990000
brick,2,12,44.6,8,55.88386117,37.49272801,14900000
panel,5,9,45.1,6.3,55.86039488,37.42989414,12300000
monolith,6,50,76.1,25.8,55.7503,37.46887,28879950
monolithBrick,3,6,168,18,55.74038258,37.60454332,299000000
monolith,2,19,62.07,6.6,55.61667,37.6,35008976
monolith,27,28,33.1,10.8,55.87105,37.51282,19544656
panel,8,9,33,7,55.87544497,37.55769927,11500000
monolith,9,23,37.54,12,55.57524,37.44965,9064105
panel,2,17,75.9,10,55.64424259,37.5081159,28500000
panel,11,17,36.7,10.8,55.66471514,37.75341571,9900000
monolith,13,49,42.8,14.5,55.78166255,37.46110397,16500000
monolithBrick,12,14,154,20,55.90972,37.38844,38000000
brick,5,14,114,12,55.74568462,37.63897923,58500000
monolith,3,11,38.4,19.1,55.70534691,37.6169653,22660000
monolith,3,3,45,17,55.51499999,37.37507004,9950000
monolith,9,16,61.2,18.7,55.57524,37.44965,11786235
monolith,28,51,80,19,55.7590326,37.55900032,43600000
monolith,17,24,38.4,6,55.69733999,37.62551997,15450000
brick,5,5,49.8,7.8,55.48761,37.27764,8000000
monolith,23,31,91.89,14.5,55.88706,37.57908,39696480
monolith,10,17,58.3,12.8,55.56288002,37.50070999,17450000
panel,4,5,32,6,55.72251999,37.41661997,10700000
monolith,23,24,75,12.1,55.78511,37.46439003,43500000
monolith,16,25,46.3,10.4,55.6718,37.73775,12200000
brick,9,9,37.2,6,55.72276287,37.6634935,15500000
brick,1,9,38.1,4.5,55.72587803,37.41180578,13500000
brick,10,11,40,8,55.57524,37.44965,8970000
panel,12,14,45.06,7.8,55.57524,37.44965,10482305
block,5,12,44.5,5.8,55.79625999,37.45379003,16900000
monolith,24,33,48.3,16.4,55.69113998,37.46785997,18569128
monolith,4,9,36,8,55.76037931,37.51910461,18300000
monolith,17,37,135,20,55.6796663,37.51179196,68500000
block,4,5,43.9,6,55.80577999,37.55736001,14500000
monolith,10,10,48,18,55.72787278,37.63234324,26161776
panel,6,9,32.5,6.7,55.59768,37.67118,10000000
block,1,16,51.5,11.1,55.79095001,37.63663999,17700000
monolith,12,19,99.1,9.9,55.82357,37.44621,52037410
monolith,16,30,63.2,13.7,55.61667,37.6,18176320
monolith,20,25,99.5,5.8,55.8013056,37.56393161,40954200
panel,3,25,88,14.1,55.75232,37.38712,23500000
panel,5,9,35.5,9.5,55.53529999,37.52342998,9950000
block,6,12,39,7,55.65227,37.56163,11500000
monolith,18,18,32.5,10.8,55.57524,37.44965,13817505
monolith,12,51,117,20,55.7590326,37.55900032,43000000
monolith,6,9,60.6,12.8,55.61667,37.6,23000000
monolith,10,26,42,15.3,55.7644716,37.56400007,30300000
monolith,25,28,100,21.7,55.76867005,37.50639974,40630000
monolithBrick,2,5,40,13,55.80761,37.64361,21000000
monolith,24,30,65.6,22.3,55.6890801,37.47359485,38415360
monolithBrick,3,29,31.25,9.5,55.81474011,37.73848317,13972188
monolithBrick,5,22,39,9.2,55.73991,37.42899996,15500000
panel,8,14,38,9,55.62589682,37.72082616,10500000
panel,5,5,30,5.5,55.80638998,37.72854999,9000000
brick,5,8,44,10,55.70539999,37.57466998,19500000
panel,2,9,32.5,6.5,55.85658559,37.49588938,8790000
monolith,14,17,37.5,8.2,55.59360119,37.64023901,8990000
monolithBrick,2,33,48.1,4.9,55.75981702,37.51749183,25000009
panel,12,14,39,9,55.86537709,37.50537473,12499000
monolith,22,53,82.5,29,55.7590326,37.55900032,38722500
monolith,28,28,45.9,24.3,55.81224482,37.47829815,14899000
panel,9,14,55,8.6,55.65709001,37.60245004,17800000
panel,10,19,35.9,8.2,55.8723546,37.47324823,12500000
panel,1,14,72.7,10.2,55.68263522,37.57964398,19500000
panel,1,12,78,12,55.66092505,37.764494,16350000
monolithBrick,27,45,100.4,8.6,55.72714,37.46578,93754123
monolith,22,28,82.5,18.7,55.76867005,37.50639974,33165000
monolith,18,26,129.07,32.8,55.74943,37.62371,108289730
brick,10,22,35,13.5,55.73024999,37.69828997,13000000
monolith,7,33,39,19.1,55.52295,37.55058,12300000
monolith,8,14,100,8.4,55.72604998,37.57072001,112940000
monolith,10,20,40.21,9.2,55.60741781,37.6494778,14000000
monolith,10,15,41,10,55.99686343,37.21522678,13199000
monolithBrick,11,24,39.3,11,55.66039936,37.52266572,16500000
panel,2,12,51.2,9.6,55.71215493,37.79771407,11200000
panel,5,17,79,12,55.83324581,37.35120621,18000000
monolith,13,47,39,20.9,55.71992858,37.63913095,20500000
panel,12,12,43,5.7,55.73480999,37.61231998,25700000
panel,5,12,52.9,11.2,55.63106999,37.79415003,10200000
brick,8,8,75,9,55.72221657,37.66349348,18990000
monolith,3,32,79,17.1,55.81237001,37.59531,26627424
block,1,12,44.7,5.7,55.84467058,37.49052735,12500000
monolith,5,9,41,11.9,55.62885,37.34195004,13500000
monolith,10,16,37,15,55.69967978,37.49347854,26000000
monolith,2,8,39.5,8.4,55.66667,37.75,15474155
panel,14,17,75.8,13,55.80610447,37.64508214,31900000
monolith,45,57,35,12,55.79766958,37.50022075,25000000
monolith,10,16,42,17,55.55835002,37.51058999,14999999
panel,6,9,45.5,6,55.80576818,37.76484522,11190000
monolithBrick,20,45,49.2,6.9,55.72714,37.46578,38825221
monolith,13,19,103.4,12.9,55.68956,37.57307,37990000
monolith,3,5,50,10,55.80759871,37.75965605,18200000
monolithBrick,2,9,53.52,32.2,55.72888998,37.61112003,58872000
monolith,11,14,59.6,13.2,55.56648,37.49256999,15000000
panel,2,8,36.2,5,55.81256141,37.62651587,11500000
panel,1,12,39.1,8.6,55.79992,37.40748,16800000
monolith,11,16,33.3,9.4,55.57524,37.44965,11237931
monolith,22,24,33.9,12.4,55.75210999,37.76180996,12666684
brick,3,9,32.7,6,55.70548554,37.66316937,10100000
panel,5,14,39.1,8.6,55.98664478,37.15931649,8000000
panel,13,16,51.8,10,55.73858998,37.50529003,18950000
brick,2,5,33,6,55.78939999,37.57177998,13999000
brick,8,9,141.7,13.5,55.77954002,37.66699999,45000000
monolith,9,14,75.51,16.9,55.57524,37.44965,15280392
panel,9,9,44.8,6,55.70667002,37.78858998,12700000
monolith,16,26,39.9,11,55.7050766,37.93935041,10600000
monolith,7,30,41.1,12.8,55.71655693,37.75564927,17500000
monolithBrick,3,29,100.2,12.6,55.67401321,37.62719269,46618050
brick,7,9,43,6,55.60391,37.33813,10500000
panel,7,9,35.5,6,55.68468001,37.75194002,9000000
block,3,14,47.8,6,55.84055001,37.41550007,12150000
monolith,5,9,58.3,16.2,55.59911,37.35495,16260203
monolith,10,16,38,15.9,55.57524,37.44965,13237148
panel,5,5,54.3,5.5,55.69858097,37.77791665,14699900
panel,9,14,41,9,55.65261998,37.39691999,11750000
monolith,12,15,35.8,11.1,55.57524,37.44965,12175902
panel,10,12,51.6,8.5,55.79992,37.40748,16000000
monolith,18,23,78.3,10.8,55.57524,37.44965,18500000
brick,1,5,43,6,55.76602001,37.57144999,17600000
panel,13,22,82.4,10,55.85880001,37.65963004,29500000
brick,7,8,78,10.2,55.80961001,37.49390003,26000000
panel,6,9,32,7.7,55.82092998,37.57967004,11900000
monolith,14,23,72,15,55.5759117,37.48109115,19500000
brick,1,5,32,5.8,55.70636264,37.76077019,4500000
brick,2,12,32,7.4,55.78666522,37.60112394,15900000
block,2,14,44.6,5.8,55.69610002,37.48865003,14490000
monolith,21,33,32.5,8,55.82570563,37.74767423,12150000
brick,3,6,110,10,55.76720164,37.61156947,63000000
monolith,2,24,30,7,55.70277184,37.63335336,13750000
brick,7,9,45,5.5,55.74852,37.76554,11300000
monolith,16,16,75,15,55.70890256,37.64693194,36900000
panel,12,12,40,8,55.71227998,37.89152,9300000
panel,8,9,57.9,6.2,55.79119012,37.72897931,15450000
monolith,15,17,110.9,10.2,55.83591,37.35453002,30000000
monolith,9,10,58.8,11,55.67368002,37.54695002,22700000
monolith,3,24,94.2,20,55.75679512,37.51790864,66000000
panel,16,17,53,9,55.75504998,37.40518999,16800000
block,11,12,34.9,9.7,55.79418999,37.58282004,13800000
panel,17,17,157,24.1,55.74623,37.59682997,150000000
monolith,5,13,36.9,13.3,55.59911,37.35495,11262655
brick,4,17,100.1,13.5,55.84312025,37.4869924,35200000
monolith,4,5,58.77,7.3,55.84517641,37.58443946,26505270
monolith,34,37,68,12,55.69505999,37.57936996,26700000
panel,21,25,58,16,55.69904001,37.93839998,13200000
monolith,8,23,40.26,13.5,55.57524,37.44965,9754379
monolithBrick,3,15,36.06,16,55.57524,37.44965,9299874
block,25,25,65.3,14.7,55.84961,37.35257,24000000
brick,1,8,41.4,4.9,55.79686001,37.50343998,13950000
brick,1,15,70,10,55.72002,37.44261997,22000000
block,16,17,39.7,8,55.87544497,37.55769927,13200000
panel,13,16,37.3,11.1,55.59262999,37.20669999,9850000
monolith,13,17,40.6,5.6,55.59768,37.67118,14809061
monolith,6,19,57.07,8.6,55.61667,37.6,29571116
monolith,8,16,35.8,13.3,55.57524,37.44965,11872906
brick,2,13,102.6,12.6,55.8607105,37.6920247,28000000
monolithBrick,14,18,30.8,6,55.84922802,37.61888596,8200000
block,8,14,54,9,55.99520951,37.25474841,11550000
monolith,15,24,42.5,11,55.85736339,37.55991468,14900000
brick,25,30,134,14.1,55.68740564,37.52769899,67000000
monolithBrick,3,15,62.13,6,55.57524,37.44965,11999463
panel,12,17,64,13,55.69945001,37.91690996,13300000
monolith,7,28,51.7,20,55.81224482,37.47829815,17000000
panel,13,15,61,11.9,55.66841,37.78692,14600000
brick,4,7,83,8.5,55.79899002,37.57509,27000000
brick,4,5,32.5,6,55.80949708,37.71601346,9900000
monolith,17,33,30.7,14.2,55.69113998,37.46785997,13370218
brick,7,8,70,23,55.70481882,37.53817804,28500000
block,3,5,32,6.1,55.75937999,37.53842001,13200000
monolith,6,21,74,19,55.80878022,37.48262268,34000000
panel,4,12,38.9,8.6,55.7003,37.77168,10100000
block,6,14,38.6,9.7,55.87544497,37.55769927,9900000
monolith,17,18,31.8,9,55.84922802,37.61888596,15000000
brick,3,8,43.7,6,55.72558001,37.66536997,16500000
monolith,14,25,35,10,55.56936498,37.48257995,10900000
monolith,10,14,59.7,18,55.63490074,37.69912682,19990000
brick,3,6,64.6,5.5,55.72529217,37.62587347,31000000
monolith,15,17,74.4,9.3,55.86048445,37.61641445,22500000
monolith,5,23,59.8,17.6,55.72417998,37.73281998,18500000
monolith,9,17,40,4.9,55.57524,37.44965,8458049
panel,2,9,60,6,55.71635657,37.45738108,20000000
brick,1,5,79.8,10.5,55.78995998,37.8153,18000000
brick,5,5,65,9,55.72750998,37.66818997,18000000
monolithBrick,4,23,79.5,17,55.57524,37.44965,14627186
monolith,7,9,34.1,3.7,55.71125001,37.43302998,11500000
monolith,13,14,67,22.9,55.70833733,37.49075309,41280000
panel,7,16,57.7,10,55.62121002,37.74463,14900000
monolith,10,12,99.9,10.2,55.50181999,37.58644999,18000000
monolith,20,26,63.5,18.6,55.80770743,37.63096905,25400000
block,5,12,37,9.9,55.80576818,37.76484522,9800000
brick,5,5,29.5,5,55.74843679,37.58343158,25000000
brick,3,17,142,18,55.67790999,37.53576001,45400000
monolithBrick,17,21,35.56,16.9,55.7833045,37.51078691,18154500
monolith,7,25,35.5,18.1,55.98744,37.16606,8250200
monolith,5,9,142,15,55.73492001,37.57105998,230000000
monolith,6,32,42.9,17,55.87925001,37.48029,18450000
panel,12,14,82,8.1,55.67388838,37.54392829,27500000
monolith,13,32,65.9,23.5,55.841679,37.49450138,20978342
panel,2,16,54,10,55.60252001,37.55538003,15900000
brick,2,8,62.9,5,55.77905001,37.66594999,29850000
block,4,9,37.1,7.5,55.68685,37.57040996,12300000
monolith,8,9,71.76,7.1,55.57524,37.44965,14552468
brick,9,9,32,7,55.78856,37.46263998,11800000
monolith,17,18,38,10.9,55.57524,37.44965,11087193
monolith,24,31,102.56,24.5,55.88706,37.57908,45844320
monolith,3,4,44.1,18.2,55.61401998,37.31931999,9400000
monolith,10,10,54,9,55.54040998,37.52155998,14700000
monolith,1,22,55.7,9.8,55.90264,37.58911996,13900000
monolith,5,9,35.9,11.4,55.57524,37.44965,8302737
monolith,50,53,35,10,55.79766958,37.50022075,20500000
brick,6,12,37.5,10,55.78956214,37.66263737,15550000
brick,5,6,95,14,55.74800998,37.58758004,64000000
brick,7,18,36,12,55.43098,36.86514003,8350000
brick,3,7,82.9,14,55.74831999,37.70369999,23600000
brick,8,9,35.3,7,55.71862999,37.43768001,14500000
monolith,10,21,135.3,35,55.83333,37.41667,90000000
panel,3,3,58.9,12.5,55.48839742,36.91566489,7186000
monolith,4,5,37.97,12,55.84517641,37.58443946,17466200
monolith,37,49,68.14,29.3,55.87105,37.51282,34572408
monolithBrick,27,30,41.5,17.7,55.72663024,37.68380133,20443728
monolith,7,16,75,10,55.66664578,37.57788978,22700000
brick,1,5,33,8,55.72074998,37.52349997,11500000
monolith,5,14,58.4,12,55.88807,37.53047,23000000
monolith,5,16,39.9,9,55.88024,37.51173999,13500000
monolith,4,26,86,14,55.7050766,37.93935041,18000000
panel,3,5,58.5,7,55.853265,37.438685,17000000
monolith,2,11,31.9,10.4,55.87105,37.51282,9299871
monolith,4,24,63,23.7,55.75472,37.49196,24999999
monolithBrick,19,24,88.8,12,55.80955,37.57279,37800000
monolith,2,14,47.4,25.4,55.60782331,37.52544712,12350000
monolith,13,33,43,7.2,55.68432,37.44654,14900000
monolith,21,24,67.7,20.3,55.75696,37.61502,26696209
brick,2,4,42.9,6,55.65721,37.70405999,3600000
monolith,6,23,63,15.6,55.72417998,37.73281998,21700000
monolith,17,30,47,24,55.72321554,37.69251967,19900000
monolith,23,52,50,5,55.70833733,37.49075309,22901604
block,2,5,44.5,6,55.77027001,37.48353002,16999000
panel,8,14,71.3,12,55.67688002,37.72620004,22000000
panel,7,14,62.7,8.4,55.64253656,37.34732248,6000000
brick,5,14,101,10.7,55.73472001,37.61663004,69000000
monolith,15,32,72.6,15.3,55.72453998,37.64637004,61500000
monolith,4,51,100,15,55.7590326,37.55900032,54000000
panel,6,9,44,5.8,55.87544497,37.55769927,11600000
panel,9,9,32.4,6,55.61522638,37.59270836,9300000
panel,3,12,39,10,55.9834545,37.14653433,4990000
panel,4,9,33,8,55.65727001,37.61398999,9900000
brick,5,5,56.7,8,55.79592999,37.78345003,15500000
block,15,17,75,10,55.66433998,37.60923996,28500000
brick,4,11,106.4,18,55.73083001,37.63137003,45000000
monolith,8,10,89,14,55.71580998,37.38923998,24900000
monolith,17,19,37.53,5,55.66667,37.75,16355465
monolith,9,14,65.2,20,55.57524,37.44965,13700000
monolith,20,33,58.63,21.6,55.73436573,37.74049764,20133072
panel,9,17,55.4,10,55.62061,37.30506003,13700000
brick,2,7,75.3,8.8,55.81651,37.52217999,21000000
brick,3,9,45.5,5.8,55.72458001,37.40315998,13000000
panel,16,19,83,10,55.57524,37.44965,16600000
brick,3,5,100,14,55.78768447,37.59337363,39999000
monolithBrick,16,31,36.4,8.8,55.82357,37.44621,15247960
monolith,5,22,52.6,11.1,55.82357,37.44621,31323300
panel,16,17,37.7,8,55.63657,37.3522,10500000
monolith,4,20,62.69,12.1,55.80299302,37.71471251,25823202
panel,9,9,58.8,5.9,55.88824,37.65444,15500000
panel,9,9,32.6,6.1,55.81469503,37.40775245,13500000
panel,8,9,36.5,9,55.42907002,36.86863,6400000
monolith,6,29,30.1,11.5,55.66268798,37.55361171,12040000
monolith,15,22,84,10.4,55.77638506,37.64642586,55375236
panel,5,5,41.5,6,55.80374,37.75296,15500000
panel,6,9,46,6,55.84546,37.51997001,12150000
panel,4,14,53,8.5,55.82520002,37.56421003,17600000
panel,15,17,38,8,55.6517543,37.75055555,11850000
monolith,2,14,40.9,5.1,55.71125001,37.43302998,13650000
monolith,24,44,37.9,9,55.83472509,37.42527833,14900000
monolithBrick,27,29,43.7,5.6,55.81474011,37.73848317,16627380
monolith,5,5,35.07,11.2,55.84517641,37.58443946,13537020
monolith,25,28,136.2,25,55.75622999,37.51331,49000000
monolith,2,17,51,8.4,55.93346001,37.54994999,11900000
monolithBrick,12,14,59.6,12.2,55.93694541,37.36975052,12500000
monolith,14,15,116.1,19,55.72681001,37.57013998,185760000
brick,4,4,65,11,55.78095551,37.59958622,28500000
monolith,6,9,62.2,19.1,55.59911,37.35495,10973386
monolith,2,12,38.9,8.6,55.57326172,37.58065007,8800000
monolith,13,16,36,5.8,55.57524,37.44965,10405764
monolith,6,25,92.1,15,55.85507002,37.65448003,40000000
monolithBrick,5,24,63.2,19,55.7503,37.46887,20857959
panel,10,22,97,12,55.65184001,37.39659997,26000000
monolith,30,53,110,20,55.72351001,37.52753996,74900000
monolith,4,16,105,29,55.75611348,37.55194816,87700000
monolith,15,20,65,18.8,55.82357,37.44621,25800000
block,10,12,35,9,55.76751999,37.67238998,14600000
monolith,17,28,55.4,8,55.76867005,37.50639974,21883000
panel,7,12,52,10,55.72650998,37.63378,22400000
monolith,5,7,34,10,55.77322,37.72591,18000000
monolith,8,24,32,6,55.69733999,37.62551997,18900000
monolith,9,14,48.25,16.2,55.61667,37.6,27528157
panel,7,9,32.8,7,55.71036198,37.7912192,8490000
brick,5,9,60,9,55.79785432,37.48511877,20500000
monolith,10,17,71.7,12,55.67095592,37.71796763,22299000
brick,6,24,42,12,55.72663998,37.68010996,15996000
monolith,13,22,76.3,32.1,55.71480528,37.43692881,36700000
monolith,8,17,102,11.8,55.79356186,37.54774051,99900000
panel,2,17,70,12.5,55.52018998,37.34784998,15000000
panel,2,9,35.2,6,55.824295,37.82300004,8200000
monolith,7,15,58.2,10.9,55.63490074,37.69912682,21600000
monolith,1,5,42.6,5.2,55.84441,37.44911997,4500000
monolith,12,16,38,8,55.50173999,37.57512998,8350000
monolith,13,30,41.5,11.3,55.81398,37.48393001,19459516
block,14,14,38.1,7.4,55.87376324,37.54664,13750000
monolith,23,38,32.7,16.2,55.72577444,37.67060043,13969047
panel,6,9,58.8,6,55.57669251,37.64371143,12000000
panel,1,12,46.4,8,55.74203,37.67028,17500000
monolith,7,9,69.9,34.6,55.74992001,37.64736002,69134455
monolith,19,19,37.4,12.6,55.57524,37.44965,11129056
panel,6,9,58.7,6,55.60186277,37.5207578,16300000
block,10,16,37.7,9,55.88048687,37.56265713,11450000
panel,2,17,83,12,55.9365619,37.54609403,18500000
panel,13,17,85,10,55.62361998,37.30314996,22500000
monolith,13,22,130,15,55.73656062,37.43183747,39599000
monolith,7,23,39.46,15.2,55.57524,37.44965,10045213
block,16,17,48,10,55.59911,37.35495,8900000
monolith,6,28,35.9,17.1,55.80759871,37.75965605,10990000
monolith,13,14,92.1,26.2,55.70833733,37.49075309,58950000
monolith,3,32,56,18.9,55.75472,37.49196,20918016
monolith,23,47,40.3,20.2,55.66667,37.75,14043312
brick,7,18,35.2,9.6,55.60741781,37.6494778,12750000
monolith,7,22,37.5,9.1,55.67388838,37.54392829,15950000
panel,4,14,52.8,8.4,55.64905998,37.73438999,12800000
block,5,12,32,6,55.81770999,37.53255997,9800000
